"census_tract","total_population","california_county","zip","approximate_location","longitude","latitude","ces_4_0_score","ces_4_0_percentile","ces_4_0_percentile_range","ozone","ozone_pctl","pm2_5","pm2_5_pctl","diesel_pm","diesel_pm_pctl","drinking_water","drinking_water_pctl","lead","lead_pctl","pesticides","pesticides_pctl","tox_release","tox_release_pctl","traffic","traffic_pctl","cleanup_sites","cleanup_sites_pctl","groundwater_threats","groundwater_threats_pctl","haz_waste","haz_waste_pctl","imp_water_bodies","imp_water_bodies_pctl","solid_waste","solid_waste_pctl","pollution_burden","pollution_burden_score","pollution_burden_pctl","asthma","asthma_pctl","low_birth_weight","low_birth_weight_pctl","cardiovascular_disease","cardiovascular_disease_pctl","education","education_pctl","linguistic_isolation","linguistic_isolation_pctl","poverty","poverty_pctl","unemployment","unemployment_pctl","housing_burden","housing_burden_pctl","pop_char","pop_char_score","pop_char_pctl","direct","indirect","avg_env","scaled_comp_env","avg_pop","scaled_comp_pop","water_risk_score","PCT"
6095253402,8343,"Solano",95620,"Dixon",-121.8169166,38.4428124,36.89,70.39,"70-75%",0.044,37.57,8.420166504,20.67,0.156,52.74,560.36,65.73,63.54,70.91,299.09,82.9,108.0335337,24.31,835.1396714,46.7,2.25,27.49,32,81.34,1.345,89.28,0,0,4,70.42,51.36,6.27,73.81,59.94,68.91,3.42,14.9,14.54,63.72,29.3,79.42,7,48.72,33.6,59.52,8.8,80.39,17.8,53.12,56.7,5.88,60.55,49.0233333333333,43.045,61.3788888888889,0,51.3872,0,0,31
6013313102,4595,"Contra Costa",94565,"Pittsburg",-121.8644952,38.0040446,36.89,70.37,"70-75%",0.044,37.57,8.502253279,22.85,0.208,63.56,280.89,18.9,33.2,28.2,0,0,655.2443441,56.84,777.5331245,42.55,8.4,53.88,30.9,80.39,0.2,35.62,3,33.16,1,35.72,38.46,4.7,38.76,130.51,97.32,9.24,98.94,19.49,85.79,15,55.34,2.3,18.11,36.3,63.64,16.5,98.02,17.6,52.09,75.73,7.86,87.58,44.15,8.905,35.37,0,45.952,0,0,31
6073005300,5847,"San Diego",92101,"San Diego",-117.1615102,32.7156831,36.85,70.36,"70-75%",0.043,29.89,10.22066185,50.55,1.389,99.29,312.86,28.99,0.5,0.04,0,0,390.6729431,46.57,442.509303,16.84,16.6,77.44,117.25,97.49,3.22,96.56,12,90.13,2.25,55.51,50.49,6.16,71.65,72.27,80.05,8.53,98.09,10.47,33.92,14.2,53.58,9.8,61.09,27.9,50.4,0.8,0.91,18.6,56.86,57.63,5.98,61.89,72.2033333333333,24.14,64.2288888888889,0,35.6544,0,0,31
6001437300,3277,"Alameda",94545,"Hayward",-122.0930122,37.6362205,36.84,70.35,"70-75%",0.035,11.56,8.672844855,28.85,0.628,93.83,186.66,6.74,80.07,89.33,0,0,974.1569825,63.22,3777.497765,98.41,0,0,14.35,56.52,2.17,93.22,0,0,0,0,42.64,5.21,50.5,86.11,88.07,6.06,76.44,16.52,73.98,20.7,65.95,11.7,67.72,29.9,53.87,3.4,22.57,23.1,74.52,68.21,7.08,77.65,21.0866666666667,23.305,29.5944444444444,0,45.5408,0,0,31
6037109603,4297,"Los Angeles",91345,"Los Angeles",-118.4654157,34.2536518,36.83,70.34,"70-75%",0.067,97,11.66569556,65.03,0.229,66.93,726.64,83.13,69.27,78.2,0,0,574.0870056,54.39,1789.453962,83.64,0,0,0,0,0.31,51.73,0,0,0,0,47.47,5.8,63.51,51.73,58.67,5.59,66.64,11.15,39.08,23.7,70.93,8.6,55.95,40.7,70.13,8,75.38,20.8,66.07,61.24,6.35,67.55,27.71,12.9325,27.095,0,54.1536,0,0,31
6047000202,1889,"Merced",95315,"Unincorporated Merced County area",-120.7903626,37.4123664,36.82,70.32,"70-75%",0.057,75.12,11.95050118,75.76,0.12,43.47,698.09,77.67,66.32,74.48,4541.2,96.55,193.2921372,34.05,1180.36929,67.91,2.2,26.07,23.8,73.27,0.06,8.76,4,43.78,4,70.42,60.24,7.36,91.19,37.2,36.78,3.59,17.98,9.98,29.77,36.3,86.59,8.1,53.86,54.3,86.38,10.4,87.69,12.8,27.22,48.26,5.01,47.81,64.9066666666667,26.3275,60.8227777777778,0,54.6784,0,0,31
6037432902,3312,"Los Angeles",91770,"Rosemead",-118.0599559,34.0786952,36.8,70.31,"70-75%",0.056,74.1,11.93236969,74.71,0.722,95.83,678.33,74.92,65.69,73.8,0.24,32.76,1988.33964,79.14,2182.813057,89.59,29.25,88.37,94.55,96.28,1.055,85.78,3,33.16,0.7,24.83,71.47,8.73,98.86,36.48,35.66,2.35,3.57,9.96,29.65,26.2,75.22,14.9,77.14,28.3,51.09,5.6,52.52,14.5,35.82,40.66,4.22,36.17,68.12,29.635,65.17,0,46.6864,0,0,31
6037113237,4194,"Los Angeles",91311,"Los Angeles",-118.6117577,34.244544,36.79,70.3,"70-75%",0.061,84.58,10.45905335,52.25,0.235,67.99,666.32,73.04,31.82,26.31,0,0,143.4496943,28.54,667.0125062,33.46,5.5,44.01,18,65.32,1.86,92.07,0,0,2.5,59.18,47.89,5.85,64.62,50.4,57.1,6.94,89.27,15.81,70.6,5.5,23.66,3.9,30.69,25.6,45.53,7.5,71.67,22.8,73.41,60.66,6.29,66.49,46.12,23.0175,46.0916666666667,0,39.1936,0,0,31
6067002900,5016,"Sacramento",95820,"Sacramento",-121.4347594,38.5428857,36.79,70.28,"70-75%",0.046,44.98,9.017841913,37.73,0.088,32.93,265.26,16.85,73.11,82.6,0,0,158.9603322,30.36,481.5737802,19.53,6.25,46.6,31,80.57,1.645,91.18,5,51.22,3.5,66.69,44.5,5.43,55.35,101.23,92.96,5.85,72.08,20.5,89.05,6.4,27.61,3.1,24.77,31.7,56.57,9.8,85.49,14.3,34.8,65.27,6.77,73.37,49.5466666666667,22.795,48.2277777777778,0,36.6784,0,0,31
6071000205,5449,"San Bernardino",91763,"Montclair",-117.6870214,34.0801578,36.77,70.27,"70-75%",0.061,84.58,13.35471489,95.11,0.553,91.6,709.43,78.29,59.58,65.17,0,0,743.11498,59.29,2611.659173,93.49,0.1,2.07,0,0,0.335,54.64,1,12.45,0,0,51.9,6.34,75.4,54.28,62.13,4.7,43.79,15.3,68.38,21.5,67.3,8.9,57.41,28.2,50.85,4.5,37.71,18.3,55.49,55.93,5.8,59.42,30.2466666666667,13.66,29.2711111111111,0,43.0016,0,0,31
6019007201,8196,"Fresno",93631,"Unincorporated Fresno County area",-119.5391563,36.5460522,36.76,70.26,"70-75%",0.062,88.7,13.49406228,95.74,0.138,48.08,891.96,97.79,46.31,46.28,5020.36,96.79,482.0289357,50.85,541.776143,24.13,7,50.32,17.75,64.45,0.325,53.51,2,23.88,3.2,64.4,62.8,7.67,93.93,68.6,77.42,3.25,12.14,14.66,64.37,12.4,49.42,6.4,45.38,28.2,50.85,3.9,29.41,13.5,30.61,46.22,4.79,44.63,62.04,37.575,66.41,0,32.9072,0,0,31
6037400302,3154,"Los Angeles",91750,"La Verne",-117.7893657,34.114067,36.75,70.25,"70-75%",0.061,84.58,12.43020498,90.62,0.268,72.76,993.05,99.36,51.38,53.36,0.04,19.03,601.9903463,55.08,1229.307168,69.8,0,0,10.8,49.05,0.605,74.9,3,33.16,0.1,2.52,56.02,6.84,84.41,33.36,30.94,6.06,76.44,11.25,39.94,11.7,47.51,8.4,55.15,19.6,33.37,7.2,69.13,21.1,67.26,51.8,5.37,53.1,60.5233333333333,23.4825,56.0038888888889,0,43.5872,0,0,31
6059011504,5916,"Orange",92831,"Fullerton",-117.8831131,33.8820401,36.75,70.23,"70-75%",0.048,55.38,12.13038844,86.27,0.218,65.15,679.37,75.22,30.12,24.2,0,0,4041.873291,89.47,2833.131757,94.96,0.7,9.59,3.5,23.44,0.355,56.69,0,0,0,0,46.87,5.72,61.84,42.91,46.02,5.88,72.85,11.43,41.45,7.7,32.94,9.2,58.57,55.8,87.94,8.6,78.97,32.2,93.46,61.91,6.42,68.56,32.8866666666667,14.1725,31.3727777777778,0,56.3008,0,0,31
6059075003,7500,"Orange",92706,"Santa Ana",-117.8707228,33.7572599,36.75,70.22,"70-75%",0.048,55.38,12.00949112,78.78,0.183,58.78,409.36,46.48,75.47,85.17,0,0,3554.85673,87.01,998.8121138,57.69,5.45,43.6,0,0,0.6,74.73,0,0,1,35.72,49.38,6.03,68.86,31.95,28.69,3.97,25.9,7.91,13.1,57.3,98.77,36,97.85,78.7,99.28,9.7,84.98,32.5,93.89,58.76,6.1,63.59,15.4933333333333,18.6825,22.7838888888889,0,75.9632,0,0,31
6071002706,14133,"San Bernardino",92407,"Unincorporated San Bernardino County area",-117.3899458,34.1801741,36.75,70.21,"70-75%",0.072,99.07,11.50542071,60.91,0.231,67.38,848.8,96.33,16.47,8.87,0,0,716.4793397,58.6,1317.333183,72.81,42,94.12,20.3,68.64,0.425,63.6,0,0,5,75.67,58.8,7.18,89.25,49.96,56.51,4.72,44.47,16.68,74.7,17.8,61.1,4.7,36,13.9,19.38,9.3,83.22,4.7,0.94,49.34,5.12,49.18,54.99,15.9,47.26,0,32.1024,0,0,31
6037296901,4466,"Los Angeles",90731,"Los Angeles",-118.2945655,33.7301628,36.75,70.2,"70-75%",0.038,16.78,11.66349226,64.85,0.076,28.34,391.08,42.43,68.27,76.79,0,0,4098.736735,89.75,428.8442971,15.9,9,58.17,4.3,26.71,0.245,41.81,8,72.15,0,0,41.16,5.03,46.22,103.61,93.62,5.24,58.56,14.57,64.02,23.5,70.69,11.4,66.86,50.5,82.46,4.1,32.27,31.2,92.28,70.49,7.31,80.69,47.0966666666667,10.4525,38.3661111111111,0,55.1296,0,0,31
6077003306,4993,"San Joaquin",95207,"Stockton",-121.3066509,38.0148793,36.75,70.18,"70-75%",0.046,44.98,10.92673611,54.26,0.137,47.85,729.53,83.2,59.61,65.24,0,0,170.6660004,31.58,1031.60757,60.01,0,0,4,26.17,0.19,31.54,5,51.22,0,0,39.52,4.83,41.58,72.33,80.1,6.98,89.65,13.91,59.68,23.5,70.69,11,65.62,44.9,75.98,7.5,71.67,21.2,67.72,73.41,7.61,84.43,53.53,7.885,40.9433333333333,0,56.2688,0,0,31
6037550601,5960,"Los Angeles",90240,"Downey",-118.1171582,33.9622692,36.74,70.17,"70-75%",0.048,53.73,12.15528894,87.16,0.643,94.23,456.16,54.81,74.65,84.27,0,0,3567.64329,87.1,2943.777239,95.59,4.5,40.84,6.1,35.12,3.07,96.28,8,72.15,2.05,52.97,66.23,8.09,96.65,31.59,27.84,4.14,29.88,11.65,43.41,21.1,66.63,15,77.43,27.5,49.55,3.8,28.2,16.7,47.62,43.8,4.54,40.86,54.0266666666667,24.07,52.0644444444444,0,43.1088,0,0,31
6075017601,10343,"San Francisco",94103,"San Francisco",-122.4107241,37.7794338,36.74,70.16,"70-75%",0.029,3.12,8.646736357,28.05,1.134,98.76,258.79,15.04,39.74,36.79,0,8.28,376.4016673,45.89,926.9113063,53.48,59.85,97.35,18.75,66.45,6.87,98.74,10,82.97,1.5,42.31,49.97,6.1,70.32,98.58,92.15,6.2,79,10.94,37.3,6.9,29.68,13.4,72.51,28.9,52.11,1.1,1.55,24,77.21,58.05,6.02,62.48,54.82,26.755,54.3833333333333,0,37.2896,0,0,31
6037603703,2491,"Los Angeles",90250,"Hawthorne",-118.3395521,33.898257,36.73,70.15,"70-75%",0.043,29.89,12.06312607,82,0.274,73.59,373.79,39.54,71.26,80.58,51.93,72.45,8131.093343,96.3,1125.791448,65.36,0,0,0,0,0.235,40.93,5,51.22,2,52.9,54.65,6.67,81.67,63.53,72.91,10.06,99.54,15.98,71.45,13.1,50.97,4.2,32.64,10.7,11.67,1.9,5.57,12,23.37,53.07,5.51,54.83,30.2533333333333,28.345,39.0655555555556,0,19.8752,0,0,31
6001400700,5128,"Alameda",94608,"Oakland",-122.2723135,37.8417578,36.71,70.13,"70-75%",0.029,3.12,9.409114727,43.32,0.352,81.34,110.41,4.21,68.32,76.89,0,0,626.3293457,55.98,911.6008051,52.4,9.15,58.59,56.9,91.93,0.56,72.97,10,82.97,0,0,46.87,5.72,61.83,104.19,93.81,5.6,66.83,10.63,35.18,NA,NA,4.8,36.46,33.2,58.91,7,67.48,22.1,70.81,61.84,6.42,68.46,59.7033333333333,18.2425,51.9638888888889,0,NA,NA,NA,NA
6037401500,6213,"Los Angeles",91750,"La Verne",-117.7766343,34.097863,36.71,70.12,"70-75%",0.06,82.48,12.48617746,91.01,0.364,82.29,1134.77,99.94,58.29,63.42,0,0,645.2730001,56.59,489.3278633,20.13,12,68.94,64.35,93.24,0.945,84.35,8,72.15,4.75,73.01,67.43,8.23,97.2,35.1,33.65,3.99,26.29,11.26,40,12.3,49.19,5.8,42.12,31,55.39,8.4,77.76,15,38.78,42.98,4.46,39.62,88.4433333333333,21.0875,73.0205555555556,0,42.1184,0,0,31
6107002002,4370,"Tulare",93277,"Visalia",-119.3228298,36.3200435,36.71,70.11,"70-75%",0.062,88.7,14.45226202,98.48,0.29,75.25,578.23,67.57,60.67,66.72,0,0,3629.799327,87.42,792.7529626,43.71,11.4,64.41,15.8,60.83,0.125,21.96,2,23.88,0,0,55.39,6.76,83.11,46.26,50.91,5.46,63.54,13.76,59.12,13.8,52.52,1.3,9.46,39,67.61,5.5,51.26,17.8,53.12,52.33,5.43,53.87,50.76,5.49,37.5,0,37.4352,0,0,31
6071002901,4691,"San Bernardino",92335,"Fontana",-117.4303742,34.1048553,36.7,70.1,"70-75%",0.069,97.6,12.21123086,88.53,0.15,51.25,568.74,66.74,71.85,81.26,0,0,1569.546305,74.29,761.1682622,41.31,4.5,40.84,0,0,0.2,35.62,0,0,0,0,46.85,5.72,61.8,39.51,40.78,3.73,20.67,14.32,62.26,36.4,86.72,13.6,73.1,56.6,88.73,7.8,74.1,29.5,89.7,61.85,6.42,68.48,22.2466666666667,8.905,20.7677777777778,0,65.976,0,0,31
6037604002,4856,"Los Angeles",90260,"Lawndale",-118.3569295,33.8765977,36.69,70.08,"70-75%",0.042,26.7,11.91372433,73.73,0.294,75.77,368.93,38.34,54.98,58.79,0,0,7689.183268,95.94,1332.405274,73.29,1,17.08,8.5,42.07,0.235,40.93,0,0,0.2,9.67,44.2,5.4,54.59,65.36,74.61,4.65,42.52,15.15,67.17,24.5,72.25,13.4,72.51,40.8,70.34,5.8,55.02,24.3,78.11,65.54,6.8,73.85,26.8033333333333,10.2325,24.6905555555556,0,55.7168,0,0,31
6059087505,4913,"Orange",92802,"Anaheim",-117.9305408,33.8106404,36.66,70.07,"70-75%",0.047,48.45,12.03759655,80.42,0.162,54.11,471.41,57.13,62.73,69.54,29.24,68.66,4198.216715,90.16,845.7946118,47.53,0,0,0,0,0.045,5.57,0,0,2,52.9,46.9,5.73,61.97,54.28,62.13,4.36,35.04,11.87,45.03,35.9,86.13,17.3,81.89,44.9,75.98,6.1,58.36,24.2,77.82,61.72,6.4,68.29,19.0433333333333,18.5575,25.0672222222222,0,60.8288,0,0,31
6001436200,4266,"Alameda",94541,"San Lorenzo",-122.11212,37.6685048,36.65,70.06,"70-75%",0.034,10.57,8.755664727,31.67,0.492,89.57,186.66,6.74,62.76,69.6,0,0,522.8339844,52.46,3231.984036,96.85,5.55,44.06,4.5,27.76,0.225,39.77,0,0,0,0,37.23,4.55,35.06,95.62,91.44,6.94,89.27,17.85,80.18,26.4,75.45,13.4,72.51,32.8,58.34,7.6,72.53,20.2,63.61,77.73,8.06,89.9,11.5,9.9425,14.295,0,54.7904,0,0,31
6067007503,5549,"Sacramento",95841,"North Highlands",-121.3509892,38.6572651,36.63,70.05,"70-75%",0.05,60.66,9.03414665,38.11,0.239,68.55,506.59,61.27,53.89,57.09,0,0,70.1152318,20.57,1986.758553,86.83,3,31.24,7,37.61,0.26,44.73,6,58.69,0,0,44.24,5.4,54.71,103.91,93.76,6.09,77.05,17.55,78.56,9.1,38.47,2.3,18.11,41.8,71.91,NA,NA,19.8,61.94,65.36,6.78,73.54,52.5233333333333,11.1825,42.4705555555556,0,NA,NA,NA,NA
6085503218,5118,"Santa Clara",95111,"San Jose",-121.8299116,37.2804987,36.62,70.03,"70-75%",0.041,24.88,8.386254,19.96,0.281,74.3,291.53,22.74,76.02,85.75,0,0,118.1483307,25.28,1293.636564,72.1,4.5,40.84,30.5,80.11,0.05,7.35,3,33.16,0.4,14.43,38.81,4.74,39.71,65.99,75.34,5.36,61.21,13.69,58.54,41,90.64,29.5,95.44,50.2,82.14,7.1,68.4,26.3,83.3,74.51,7.73,86.04,45.3366666666667,1.8375,31.4494444444444,0,67.1872,0,0,31
6037553300,3214,"Los Angeles",90706,"Bellflower",-118.1392813,33.9043767,36.6,70.02,"70-75%",0.044,37.57,11.93805962,75.02,0.955,97.88,435.5,50.89,63.39,70.65,0,0,6615.70992,94.85,913.6670983,52.61,0,0,5.25,31.51,0.49,68.21,0,0,0,0,46.6,5.69,61.22,53.47,60.67,5.48,63.9,15.61,69.74,32.1,82.55,10.9,65.19,45.1,76.24,6.3,60.57,9.4,11.62,62,6.43,68.67,27.4666666666667,17.0525,29.6794444444444,0,47.3872,0,0,31
6001409300,5303,"Alameda",94603,"Oakland",-122.1733521,37.737851,36.59,70.01,"70-75%",0.032,6.38,8.115142802,15.07,0.181,58.49,110.41,4.21,90.02,96.77,0,0,507.2693278,51.76,625.6382603,30.25,52,96.27,38.25,85.14,0.145,24.71,2,23.88,1,35.72,39.63,4.84,41.84,208.36,99.89,3.12,10.59,17.84,80.1,34,84.32,13.3,72.26,56.1,88.32,9.6,84.58,25.7,81.94,72.9,7.56,83.91,37.7433333333333,6.1775,29.2805555555556,0,65.8272,0,0,31
6083002304,6041,"Santa Barbara",93458,"Santa Maria",-120.444653,34.9568972,36.59,69.99,"65-70%",0.034,10.57,7.63721361,10.55,0.292,75.42,246.37,11.17,74.32,83.93,2737.12,94.48,16.83935673,10.7,498.3623999,20.76,3,31.24,10,47.43,0.38,59.14,11,86.96,2,52.9,44.98,5.49,56.63,54.94,62.86,5.45,63.32,8.41,16.53,65.4,99.75,30.8,95.99,62.8,93.56,5.8,55.02,19.3,60.1,64.23,6.66,71.76,48.52,38.405,57.95,0,64.7072,0,0,31
6059076000,9150,"Orange",92868,"Orange",-117.8679465,33.7812601,36.57,69.98,"65-70%",0.048,53.73,11.94339171,75.31,0.417,85.84,534.45,63.54,62.39,69,0,0,4410.523275,90.94,3801.848281,98.45,18.1,79.79,11.5,50.87,0.945,84.35,0,0,1,35.72,61.45,7.5,92.62,36.65,36.02,6.01,75.33,8.95,20.6,14.1,53.4,3.3,26.4,27.9,50.4,5.5,51.26,21.4,68.54,46.99,4.87,45.76,38.1366666666667,21.0875,39.4827777777778,0,40,0,0,31
6099000402,11695,"Stanislaus",95357,"Unincorporated Stanislaus County area",-120.9477458,37.7234293,36.57,69.97,"65-70%",0.053,68.09,10.78431671,53.49,0.089,33.45,1020.79,99.6,21.66,14.08,2346.56,93.9,874.3550008,61.8,432.4138648,16.08,13,71.63,80.2,95.3,1.605,91.01,7,66.74,7.3,84.03,63.95,7.81,95.06,47.74,53.29,5.35,61.01,13.54,57.61,16.6,58.92,7.3,50.01,20.9,36.11,2.4,9.72,9,10.18,45.15,4.68,43.03,87.2133333333333,46.2275,88.9605555555556,0,26.3904,0,0,31
6037554802,6378,"Los Angeles",90701,"Artesia",-118.0806903,33.8693945,36.56,69.96,"65-70%",0.044,37.57,11.89366117,72.96,0.431,86.6,427.33,49.24,59.19,64.78,0,0,4114.340047,89.82,772.599167,42.18,0,0,25,74.83,0.34,54.82,0,0,1.45,40.09,48.25,5.89,65.81,30.97,26.76,7.47,93.65,13.32,55.98,13.8,52.52,9.2,58.57,29.2,52.53,8.7,79.72,19.5,60.93,59.82,6.21,65.39,41.3566666666667,13.705,36.7077777777778,0,48.6832,0,0,31
6059011502,4485,"Orange",92831,"Fullerton",-117.8891258,33.8707135,36.55,69.94,"65-70%",0.048,53.73,12.19776902,88.28,0.399,84.83,679.24,75.18,74.84,84.51,0,0,4785.879964,92.01,1546.702858,79.01,27.2,87.38,44.25,87.93,1.91,92.28,0,0,0,0,64.3,7.85,95.26,44.1,47.71,3.88,23.92,11.58,42.86,11,45.18,4.2,32.64,33.5,59.37,9.2,82.74,14.9,38.1,44.88,4.66,42.55,54.37,23.07,51.6266666666667,0,41.2848,0,0,31
6065040404,2972,"Riverside",92509,"Jurupa Valley",-117.4613234,33.9729183,36.55,69.93,"65-70%",0.065,93.63,13.15795725,94.4,0.161,53.8,691.94,76.48,24.61,17.42,0,7.9,1061.615011,64.99,1275.213246,71.51,3,31.24,14.5,56.95,0.2,35.62,3,33.16,0,0,50.48,6.16,71.62,57.33,65.94,4.87,48.77,17.17,76.96,21,66.46,7.5,51.1,36.5,63.91,5.2,46.99,12.1,23.8,57.17,5.93,61.2,55.53,10.88,44.2733333333333,0,40.3616,0,0,31
6059075512,3866,"Orange",92780,"Tustin",-117.8214885,33.7329217,36.53,69.92,"65-70%",0.05,60.66,11.85877889,71.62,0.336,79.88,390.96,41.95,59.52,65.08,0,0,3729.296672,87.95,2964.316899,95.68,0,0,12,52.03,0.065,8.95,0,0,0.5,22.08,47.44,5.79,63.43,38.35,38.56,7.4,93.15,12.27,48.39,14.4,54.07,10.8,64.81,29,52.26,5.6,52.52,26.7,84.16,60.8,6.31,66.7,31.3266666666667,2.2375,22.3761111111111,0,49.2512,0,0,31
6073016301,5338,"San Diego",92020,"El Cajon",-116.9564885,32.8030833,36.52,69.91,"65-70%",0.05,62.53,9.811189805,47.19,0.258,71.45,408.31,45.86,58.05,63,0,0,170.0138703,31.55,950.6823894,55.08,5.9,44.77,7,37.61,0.365,57.62,6,58.69,0,0,44.63,5.45,55.77,44.95,48.67,5.59,66.64,11.67,43.49,14.4,54.07,15.5,78.37,53,85.18,7.6,72.53,30.4,91.19,64.6,6.7,72.33,47.3866666666667,14.405,41.1944444444444,0,61.0144,0,0,31
6071004510,5422,"San Bernardino",92407,"San Bernardino",-117.3194653,34.1853082,36.52,69.89,"65-70%",0.073,100,11.06439195,55.43,0.067,24.83,404.58,44.11,37.81,34.08,0,0,697.8866884,58.14,860.5635044,48.55,12,68.94,0,0,0.2,35.62,0,0,0.5,22.08,38.87,4.75,39.88,64.29,73.58,7.14,91.28,17.08,76.57,6.6,28.45,4,31.3,53.6,85.68,16.8,98.17,34.6,95.79,74.18,7.69,85.63,14.7033333333333,8.905,15.7388888888889,0,54.3024,0,0,31
6037212306,3413,"Los Angeles",90005,"Los Angeles",-118.2940727,34.056128,36.51,69.88,"65-70%",0.047,48.45,12.10099038,84.6,0.398,84.7,787.94,92.53,69.56,78.59,0,0,1897.026327,78.14,1021.965804,59.28,5.5,44.01,3.5,23.44,0.11,19.25,0,0,0.25,11.59,50.41,6.16,71.44,29.06,23.49,4.98,51.82,8.04,14.01,28,77.59,54,99.68,55.6,87.76,7.5,71.67,27.7,86.29,57.19,5.93,61.22,38.6566666666667,4.8125,28.9794444444444,0,67.6784,0,0,31
6071007106,3825,"San Bernardino",92313,"Grand Terrace",-117.3236045,34.025688,36.51,69.87,"65-70%",0.07,98.67,12.17441051,87.67,0.587,92.58,376.74,39.77,31.72,26.21,0,0,1216.452657,68.88,1885.538046,85.33,25,86.19,6,35.02,0.4,61.58,0,0,0,0,53.78,6.57,79.78,43.42,46.7,5.61,67.17,16.22,72.5,9.3,39.21,4.6,35.34,22.4,39.4,8.7,79.72,13.7,31.74,53.6,5.56,55.41,24.93,15.395,26.8833333333333,0,36.0656,0,0,31
6107002903,4717,"Tulare",93274,"Tulare",-119.3208345,36.203971,36.5,69.86,"65-70%",0.062,88.7,14.50055049,98.53,0.175,57.41,710.54,78.38,46.4,46.39,1.69,46.31,281.7911379,40.6,808.5949113,44.86,0,0,0,0,0.2,35.62,0,0,0.5,22.08,45.61,5.57,58.31,71.67,79.62,5.16,56.61,21.73,93.07,18.3,61.81,7.2,49.57,33.4,59.23,7.2,69.13,8.9,9.81,63.17,6.55,70.36,26.1266666666667,20.4825,31.0727777777778,0,39.928,0,0,31
6085503709,6457,"Santa Clara",95133,"San Jose",-121.8620422,37.3645486,36.47,69.84,"65-70%",0.04,20.85,8.884056059,34.8,0.378,83.42,291.53,22.74,46.82,46.98,0,0,181.2203267,32.76,1112.406625,64.66,23.5,84.98,12.1,52.08,0.37,58.27,3,33.16,1.2,37.57,43.25,5.28,52.31,35.52,34.42,6.2,79,8.88,20.11,40.6,90.41,44,99.05,65,94.9,12.5,93.3,20.7,65.55,66.58,6.91,75.2,35.9933333333333,14.5675,33.7072222222222,0,70.9136,0,0,31
6001405402,3357,"Alameda",94606,"Oakland",-122.2461006,37.7933319,36.47,69.83,"65-70%",0.029,3.12,9.562347137,45.03,0.586,92.57,110.41,4.21,87.6,95.2,0,0,449.1513367,49.51,334.6669724,10.04,6,46.08,25.3,75.16,0.05,7.35,15,94.56,0,0,39.85,4.87,42.45,99.29,92.36,6.58,84.62,10.29,32.24,22.3,68.75,22.5,89.71,43.6,74.16,5.9,56.19,27.1,85.06,72.26,7.5,83.08,57.9766666666667,1.8375,39.8761111111111,0,59.8192,0,0,31
6073002401,4791,"San Diego",92104,"San Diego",-117.1151978,32.7470742,36.46,69.82,"65-70%",0.044,35.16,10.01011905,49.28,0.619,93.43,312.86,28.99,67.01,75.26,0,0,276.3186696,40.21,1628.181841,80.71,1,17.08,12.5,53.1,0.23,40.13,12,90.13,0.7,24.83,48.6,5.93,66.73,52.29,59.18,4.92,50.19,9.55,25.74,30.8,81.14,11,65.62,47.2,78.77,6.6,63.42,24.3,78.11,59.23,6.14,64.36,57.4066666666667,10.0325,44.9594444444444,0,58.7296,0,0,31
6037117302,5229,"Los Angeles",91343,"Los Angeles",-118.4987424,34.238143,36.44,69.81,"65-70%",0.066,95.27,11.99828813,78.03,0.092,34.42,726.64,83.13,64.32,72.02,0,0,583.7883301,54.65,1099.203403,63.94,36.8,91.86,0,0,0.735,79.58,2,23.88,5,75.67,58.19,7.1,88.21,58.87,67.9,5.98,74.7,11.45,41.75,12.1,48.58,2.6,20.58,18.3,30.29,6.3,60.57,12.8,27.22,49.45,5.13,49.34,35.67,19.895,37.0433333333333,0,29.9584,0,0,31
6037481201,3910,"Los Angeles",91780,"Temple City",-118.0710962,34.0976177,36.44,69.79,"65-70%",0.058,76.94,11.77876176,69.07,0.134,46.99,619.13,69.64,62.29,68.86,3.1,50.66,1691.936035,75.73,787.0524277,43.21,24.5,85.89,48.55,89.77,0.3,50.14,0,0,4,70.42,61.51,7.51,92.71,27.26,20.64,4.92,50.19,9.3,23.59,13.5,51.89,30.7,95.95,33.8,59.82,3.4,22.57,25,80.14,46.77,4.85,45.39,53.1366666666667,25.2,52.2244444444444,0,49.6592,0,0,31
6067007010,3878,"Sacramento",95833,"Sacramento",-121.5148924,38.6099173,36.42,69.78,"65-70%",0.047,50.54,8.909176853,35.33,0.255,70.75,265.26,16.85,23.57,16.27,92.27,76.38,178.5763346,32.51,3192.548895,96.66,0,0,0,0,0.51,70.07,8,72.15,0,0,42.42,5.18,49.82,87.67,88.91,7.8,95.62,19.65,86.24,4.5,18.81,2.9,22.9,29.3,52.71,7.7,73.41,19,58.77,67.79,7.03,77.03,29.6666666666667,36.6125,44.1861111111111,0,36.256,0,0,31
6001434000,5334,"Alameda",94578,"Ashland",-122.1103206,37.6923654,36.42,69.77,"65-70%",0.034,10.57,8.658961231,28.3,1.293,99.05,119.74,4.41,81.77,90.9,0,0,408.2840068,47.49,1237.476631,70.13,0.25,4.12,34.5,82.9,0.185,31.38,1,12.45,0,0,37.96,4.64,37.36,69.12,77.83,6.53,83.99,12.37,49.5,25.8,74.65,21.2,88,40.7,70.13,11.1,89.93,26,82.61,75.75,7.86,87.62,33.2533333333333,7.845,27.3988888888889,0,64.8512,0,0,31
